state,year,month,unemployment_rate
Kansas,2021,10,2.9
Kansas,2021,11,2.8
Kansas,2021,12,2.6
Kansas,2022,01,2.6
Kansas,2022,02,2.6
Kansas,2022,03,2.6
Kansas,2022,04,2.6
Kansas,2022,05,2.7
Kansas,2022,06,2.7
Kansas,2022,07,2.8
Kansas,2022,08,2.9
Kansas,2022,09,2.9
Kansas,2022,10,3.0
Kansas,2022,11,3.0
Kansas,2022,12,3.0
Kansas,2023,01,3.0
Kansas,2023,02,3.0
Kansas,2023,03,2.9
Kansas,2023,04,2.9
Kansas,2023,05,2.8
Kansas,2023,06,2.8
Kansas,2023,07,2.8
Kansas,2023,08,2.8
Kansas,2023,09,2.9
Kansas,2023,10,2.9
Kansas,2023,11,2.9
Kansas,2023,12,3.0
Kansas,2024,01,3.1
Kansas,2024,02,3.1
Kansas,2024,03,3.3
Kansas,2024,04,3.4
Kansas,2024,05,3.5
Kansas,2024,06,3.6
Kansas,2024,07,3.6
Kansas,2024,08,3.7
Kansas,2024,09,3.7
Kansas,2024,10,3.7
Kansas,2024,11,3.7
Kansas,2024,12,3.8
Kansas,2025,01,3.8
Kansas,2025,02,3.8
Kansas,2025,03,3.8
Kansas,2025,04,3.8
Kansas,2025,05,3.8
Kansas,2025,06,3.7
Kansas,2025,07,3.7
Kansas,2025,08,3.7
Kansas,2025,09,3.8
Kansas,2025,10,-
Kansas,2025,11,3.8
Kansas,2025,12,3.8
Kentucky,2016,01,5.2
Kentucky,2016,02,5.2
Kentucky,2016,03,5.1
Kentucky,2016,04,5.0
Kentucky,2016,05,5.0
Kentucky,2016,06,5.0
Kentucky,2016,07,5.0
Kentucky,2016,08,5.0
Kentucky,2016,09,5.1
Kentucky,2016,10,5.1
Kentucky,2016,11,5.1
Kentucky,2016,12,5.1
Kentucky,2017,01,5.1
Kentucky,2017,02,5.0
Kentucky,2017,03,5.0
Kentucky,2017,04,4.9
Kentucky,2017,05,4.9
Kentucky,2017,06,4.8
Kentucky,2017,07,4.8
Kentucky,2017,08,4.7
Kentucky,2017,09,4.6
Kentucky,2017,10,4.5
Kentucky,2017,11,4.4
Kentucky,2017,12,4.3
Kentucky,2018,01,4.2
Kentucky,2018,02,4.2
Kentucky,2018,03,4.2
Kentucky,2018,04,4.2
Kentucky,2018,05,4.2
Kentucky,2018,06,4.2
Kentucky,2018,07,4.2
Kentucky,2018,08,4.2
Kentucky,2018,09,4.2
Kentucky,2018,10,4.2
Kentucky,2018,11,4.2
Kentucky,2018,12,4.2
Kentucky,2019,01,4.2
Kentucky,2019,02,4.2
Kentucky,2019,03,4.1
Kentucky,2019,04,4.1
Kentucky,2019,05,4.1
Kentucky,2019,06,4.1
Kentucky,2019,07,4.1
Kentucky,2019,08,4.1
Kentucky,2019,09,4.0
Kentucky,2019,10,4.0
Kentucky,2019,11,4.0
Kentucky,2019,12,4.0
Kentucky,2020,01,4.1
Kentucky,2020,02,4.1
Kentucky,2020,03,4.1
Kentucky,2020,04,16.7
Kentucky,2020,05,12.8
Kentucky,2020,06,5.3
Kentucky,2020,07,5.8
Kentucky,2020,08,5.2
Kentucky,2020,09,5.0
Kentucky,2020,10,4.8
Kentucky,2020,11,4.8
Kentucky,2020,12,4.7
Kentucky,2021,01,4.6
Kentucky,2021,02,4.6
Kentucky,2021,03,4.6
Kentucky,2021,04,4.6
Kentucky,2021,05,4.5
Kentucky,2021,06,4.6
Kentucky,2021,07,4.5
Kentucky,2021,08,4.5
Kentucky,2021,09,4.4
Kentucky,2021,10,4.3
Kentucky,2021,11,4.2
Kentucky,2021,12,4.1
Kentucky,2022,01,4.0
Kentucky,2022,02,4.0
Kentucky,2022,03,4.0
Kentucky,2022,04,4.0
Kentucky,2022,05,4.0
Kentucky,2022,06,4.0
Kentucky,2022,07,4.0
Kentucky,2022,08,4.1
Kentucky,2022,09,4.1
Kentucky,2022,10,4.1
Kentucky,2022,11,4.1
Kentucky,2022,12,4.1
Kentucky,2023,01,4.1
Kentucky,2023,02,4.1
Kentucky,2023,03,4.1
Kentucky,2023,04,4.1
Kentucky,2023,05,4.1
Kentucky,2023,06,4.2
Kentucky,2023,07,4.2
Kentucky,2023,08,4.3
Kentucky,2023,09,4.4
Kentucky,2023,10,4.4
Kentucky,2023,11,4.5
Kentucky,2023,12,4.5
Kentucky,2024,01,4.6
Kentucky,2024,02,4.6
Kentucky,2024,03,4.7
Kentucky,2024,04,4.8
Kentucky,2024,05,4.8
Kentucky,2024,06,4.9
Kentucky,2024,07,4.9
Kentucky,2024,08,4.9
Kentucky,2024,09,4.9
Kentucky,2024,10,4.9
Kentucky,2024,11,4.9
Kentucky,2024,12,4.9
Kentucky,2025,01,4.8
Kentucky,2025,02,4.8
Kentucky,2025,03,4.7
Kentucky,2025,04,4.7
Kentucky,2025,05,4.7
Kentucky,2025,06,4.6
Kentucky,2025,07,4.6
Kentucky,2025,08,4.5
Kentucky,2025,09,4.5
Kentucky,2025,10,-
Kentucky,2025,11,4.4
Kentucky,2025,12,4.4
Louisiana,2016,01,6.0
Louisiana,2016,02,6.0
Louisiana,2016,03,6.0
Louisiana,2016,04,6.1
Louisiana,2016,05,6.1
Louisiana,2016,06,6.1
Louisiana,2016,07,6.1
Louisiana,2016,08,6.1
Louisiana,2016,09,6.1
Louisiana,2016,10,6.0
Louisiana,2016,11,6.0
Louisiana,2016,12,5.9
Louisiana,2017,01,5.8
Louisiana,2017,02,5.7
Louisiana,2017,03,5.5
Louisiana,2017,04,5.4
Louisiana,2017,05,5.2
Louisiana,2017,06,5.1
Louisiana,2017,07,5.0
Louisiana,2017,08,4.9
Louisiana,2017,09,4.8
Louisiana,2017,10,4.7
Louisiana,2017,11,4.7
Louisiana,2017,12,4.7
Louisiana,2018,01,4.7
Louisiana,2018,02,4.7
Louisiana,2018,03,4.8
Louisiana,2018,04,4.9
Louisiana,2018,05,4.9
Louisiana,2018,06,4.9
Louisiana,2018,07,4.9
Louisiana,2018,08,4.9
Louisiana,2018,09,4.8
Louisiana,2018,10,4.8
Louisiana,2018,11,4.8
Louisiana,2018,12,4.8
Louisiana,2019,01,4.7
Louisiana,2019,02,4.6
Louisiana,2019,03,4.5
Louisiana,2019,04,4.4
Louisiana,2019,05,4.4
Louisiana,2019,06,4.5
Louisiana,2019,07,4.6
Louisiana,2019,08,4.7
Louisiana,2019,09,4.8
Louisiana,2019,10,4.8
Louisiana,2019,11,4.8
Louisiana,2019,12,4.8
Louisiana,2020,01,4.7
Louisiana,2020,02,4.7
Louisiana,2020,03,6.7
Louisiana,2020,04,13.5
Louisiana,2020,05,12.3
Louisiana,2020,06,11.0
Louisiana,2020,07,10.4
Louisiana,2020,08,9.2
Louisiana,2020,09,8.7
Louisiana,2020,10,8.0
Louisiana,2020,11,7.6
Louisiana,2020,12,7.4
Louisiana,2021,01,7.0
Louisiana,2021,02,6.8
Louisiana,2021,03,6.6
Louisiana,2021,04,6.4
Louisiana,2021,05,6.2
Louisiana,2021,06,6.0
Louisiana,2021,07,5.6
Louisiana,2021,08,5.2
Louisiana,2021,09,4.8
Louisiana,2021,10,4.5
Louisiana,2021,11,4.2
Louisiana,2021,12,4.0
Louisiana,2022,01,3.9
Louisiana,2022,02,3.8
Louisiana,2022,03,3.7
Louisiana,2022,04,3.7
Louisiana,2022,05,3.7
Louisiana,2022,06,3.6
Louisiana,2022,07,3.6
Louisiana,2022,08,3.6
Louisiana,2022,09,3.5
Louisiana,2022,10,3.5
Louisiana,2022,11,3.5
Louisiana,2022,12,3.5
Louisiana,2023,01,3.6
Louisiana,2023,02,3.6
Louisiana,2023,03,3.6
Louisiana,2023,04,3.5
Louisiana,2023,05,3.5
Louisiana,2023,06,3.5
Louisiana,2023,07,3.6
Louisiana,2023,08,3.7
Louisiana,2023,09,3.8
Louisiana,2023,10,3.9
Louisiana,2023,11,4.1
Louisiana,2023,12,4.2
Louisiana,2024,01,4.2
Louisiana,2024,02,4.1
Louisiana,2024,03,4.1
Louisiana,2024,04,4.1
Louisiana,2024,05,4.1
Louisiana,2024,06,4.2
Louisiana,2024,07,4.3
Louisiana,2024,08,4.4
Louisiana,2024,09,4.5
Louisiana,2024,10,4.5
Louisiana,2024,11,4.4
Louisiana,2024,12,4.4
Louisiana,2025,01,4.3
Louisiana,2025,02,4.3
Louisiana,2025,03,4.3
Louisiana,2025,04,4.3
Louisiana,2025,05,4.3
Louisiana,2025,06,4.3
Louisiana,2025,07,4.3
Louisiana,2025,08,4.2
Louisiana,2025,09,4.2
Louisiana,2025,10,-
Louisiana,2025,11,4.2
Louisiana,2025,12,4.2
Maine,2016,01,4.0
Maine,2016,02,4.0
Maine,2016,03,3.9
Maine,2016,04,3.9
Maine,2016,05,3.8
Maine,2016,06,3.8
Maine,2016,07,3.8
Maine,2016,08,3.7
Maine,2016,09,3.7
Maine,2016,10,3.7
Maine,2016,11,3.6
Maine,2016,12,3.6
Maine,2017,01,3.5
Maine,2017,02,3.5
Maine,2017,03,3.5
Maine,2017,04,3.4
Maine,2017,05,3.4
Maine,2017,06,3.4
Maine,2017,07,3.4
Maine,2017,08,3.4
Maine,2017,09,3.4
Maine,2017,10,3.3
Maine,2017,11,3.2
Maine,2017,12,3.1
Maine,2018,01,3.1
Maine,2018,02,3.0
Maine,2018,03,3.0
Maine,2018,04,3.0
Maine,2018,05,3.1
Maine,2018,06,3.2
Maine,2018,07,3.3
Maine,2018,08,3.3
Maine,2018,09,3.3
Maine,2018,10,3.3
Maine,2018,11,3.3
Maine,2018,12,3.2
Maine,2019,01,3.1
Maine,2019,02,3.0
Maine,2019,03,2.9
Maine,2019,04,2.8
Maine,2019,05,2.7
Maine,2019,06,2.7
Maine,2019,07,2.8
Maine,2019,08,2.8
Maine,2019,09,2.9
Maine,2019,10,3.0
Maine,2019,11,3.0
Maine,2019,12,3.1
Maine,2020,01,3.2
Maine,2020,02,3.2
Maine,2020,03,3.2
Maine,2020,04,9.3
Maine,2020,05,9.5
Maine,2020,06,6.6
Maine,2020,07,6.3
Maine,2020,08,4.2
Maine,2020,09,4.0
Maine,2020,10,3.8
Maine,2020,11,3.9
Maine,2020,12,4.2
Maine,2021,01,4.5
Maine,2021,02,4.8
Maine,2021,03,4.9
Maine,2021,04,5.1
Maine,2021,05,5.0
Maine,2021,06,5.0
Maine,2021,07,4.8
Maine,2021,08,4.7
Maine,2021,09,4.5
Maine,2021,10,4.3
Maine,2021,11,4.0
Maine,2021,12,3.8
Maine,2022,01,3.6
Maine,2022,02,3.3
Maine,2022,03,3.0
Maine,2022,04,2.9
Maine,2022,05,2.8
Maine,2022,06,2.7
Maine,2022,07,2.6
Maine,2022,08,2.5
Maine,2022,09,2.6
Maine,2022,10,2.7
Maine,2022,11,2.7
Maine,2022,12,2.6
Maine,2023,01,2.6
Maine,2023,02,2.5
Maine,2023,03,2.5
Maine,2023,04,2.5
Maine,2023,05,2.5
Maine,2023,06,2.6
Maine,2023,07,2.6
Maine,2023,08,2.7
Maine,2023,09,2.7
Maine,2023,10,2.8
Maine,2023,11,2.8
Maine,2023,12,2.8
Maine,2024,01,2.8
Maine,2024,02,2.8
Maine,2024,03,2.8
Maine,2024,04,2.8
Maine,2024,05,2.9
Maine,2024,06,2.9
Maine,2024,07,3.0
Maine,2024,08,3.1
Maine,2024,09,3.1
Maine,2024,10,3.2
Maine,2024,11,3.2
Maine,2024,12,3.3
Maine,2025,01,3.3
Maine,2025,02,3.3
Maine,2025,03,3.3
Maine,2025,04,3.3
Maine,2025,05,3.3
Maine,2025,06,3.3
Maine,2025,07,3.3
Maine,2025,08,3.3
Maine,2025,09,3.3
Maine,2025,10,-
Maine,2025,11,3.3
Maine,2025,12,3.3
Maryland,2016,01,4.5
Maryland,2016,02,4.4
Maryland,2016,03,4.3
Maryland,2016,04,4.2
Maryland,2016,05,4.2
Maryland,2016,06,4.2
Maryland,2016,07,4.2
Maryland,2016,08,4.2
Maryland,2016,09,4.2
Maryland,2016,10,4.2
Maryland,2016,11,4.2
Maryland,2016,12,4.2
Maryland,2017,01,4.2
Maryland,2017,02,4.1
Maryland,2017,03,4.1
Maryland,2017,04,4.0
Maryland,2017,05,4.0
Maryland,2017,06,4.0
Maryland,2017,07,4.0
Maryland,2017,08,4.0
Maryland,2017,09,4.1
Maryland,2017,10,4.1
Maryland,2017,11,4.1
Maryland,2017,12,4.1
Maryland,2018,01,4.1
Maryland,2018,02,4.0
Maryland,2018,03,4.0
Maryland,2018,04,3.9
Maryland,2018,05,3.8
Maryland,2018,06,3.8
Maryland,2018,07,3.7
Maryland,2018,08,3.7
Maryland,2018,09,3.7
Maryland,2018,10,3.7
Maryland,2018,11,3.7
Maryland,2018,12,3.6
Maryland,2019,01,3.6
Maryland,2019,02,3.5
Maryland,2019,03,3.5
Maryland,2019,04,3.4
Maryland,2019,05,3.4
Maryland,2019,06,3.4
Maryland,2019,07,3.4
Maryland,2019,08,3.4
Maryland,2019,09,3.3
Maryland,2019,10,3.3
Maryland,2019,11,3.2
Maryland,2019,12,3.2
Maryland,2020,01,3.3
Maryland,2020,02,3.4
Maryland,2020,03,3.5
Maryland,2020,04,9.0
Maryland,2020,05,8.8
Maryland,2020,06,8.1
Maryland,2020,07,7.9
Maryland,2020,08,7.2
Maryland,2020,09,7.1
Maryland,2020,10,6.7
Maryland,2020,11,6.6
Maryland,2020,12,6.6
Maryland,2021,01,6.4
Maryland,2021,02,6.2
Maryland,2021,03,6.1
Maryland,2021,04,5.9
Maryland,2021,05,5.7
Maryland,2021,06,5.6
Maryland,2021,07,5.3
Maryland,2021,08,5.0
Maryland,2021,09,4.6
Maryland,2021,10,4.2
Maryland,2021,11,3.9
Maryland,2021,12,3.5
Maryland,2022,01,3.5
Maryland,2022,02,3.3
Maryland,2022,03,3.2
Maryland,2022,04,3.1
Maryland,2022,05,3.1
Maryland,2022,06,3.1
Maryland,2022,07,3.0
Maryland,2022,08,3.0
Maryland,2022,09,2.8
Maryland,2022,10,2.8
Maryland,2022,11,2.6
Maryland,2022,12,2.5
Maryland,2023,01,2.3
Maryland,2023,02,2.2
Maryland,2023,03,2.1
Maryland,2023,04,1.9
Maryland,2023,05,1.9
Maryland,2023,06,1.9
Maryland,2023,07,2.0
Maryland,2023,08,2.2
Maryland,2023,09,2.3
Maryland,2023,10,2.5
Maryland,2023,11,2.6
Maryland,2023,12,2.7
Maryland,2024,01,2.8
Maryland,2024,02,2.9
Maryland,2024,03,3.0
Maryland,2024,04,3.0
Maryland,2024,05,3.1
Maryland,2024,06,3.2
Maryland,2024,07,3.3
Maryland,2024,08,3.3
Maryland,2024,09,3.3
Maryland,2024,10,3.3
Maryland,2024,11,3.4
Maryland,2024,12,3.4
Maryland,2025,01,3.5
Maryland,2025,02,3.6
Maryland,2025,03,3.7
Maryland,2025,04,3.8
Maryland,2025,05,4.0
Maryland,2025,06,4.1
Maryland,2025,07,4.2
Maryland,2025,08,4.3
Maryland,2025,09,4.3
Maryland,2025,10,-
Maryland,2025,11,4.3
Maryland,2025,12,4.2
Massachusetts,2016,01,4.4
Massachusetts,2016,02,4.3
Massachusetts,2016,03,4.2
Massachusetts,2016,04,4.1
Massachusetts,2016,05,4.1
Massachusetts,2016,06,4.0
Massachusetts,2016,07,3.9
Massachusetts,2016,08,3.9
Massachusetts,2016,09,3.8
Massachusetts,2016,10,3.8
Massachusetts,2016,11,3.8
Massachusetts,2016,12,3.9
Massachusetts,2017,01,3.9
Massachusetts,2017,02,3.9
Massachusetts,2017,03,3.9
Massachusetts,2017,04,3.9
Massachusetts,2017,05,3.9
Massachusetts,2017,06,3.8
Massachusetts,2017,07,3.8
Massachusetts,2017,08,3.8
Massachusetts,2017,09,3.8
Massachusetts,2017,10,3.8
Massachusetts,2017,11,3.8
Massachusetts,2017,12,3.7
Massachusetts,2018,01,3.7
Massachusetts,2018,02,3.6
Massachusetts,2018,03,3.6
Massachusetts,2018,04,3.6
Massachusetts,2018,05,3.5
Massachusetts,2018,06,3.5
Massachusetts,2018,07,3.4
Massachusetts,2018,08,3.4
Massachusetts,2018,09,3.3
Massachusetts,2018,10,3.3
Massachusetts,2018,11,3.3
Massachusetts,2018,12,3.3
Massachusetts,2019,01,3.2
Massachusetts,2019,02,3.2
Massachusetts,2019,03,3.1
Massachusetts,2019,04,3.1
Massachusetts,2019,05,3.0
Massachusetts,2019,06,3.0
Massachusetts,2019,07,3.0
Massachusetts,2019,08,3.0
Massachusetts,2019,09,3.0
Massachusetts,2019,10,3.0
Massachusetts,2019,11,3.0
Massachusetts,2019,12,3.0
Massachusetts,2020,01,3.0
Massachusetts,2020,02,3.1
Massachusetts,2020,03,3.1
Massachusetts,2020,04,17.8
Massachusetts,2020,05,14.3
Massachusetts,2020,06,14.7
Massachusetts,2020,07,12.5
Massachusetts,2020,08,10.4
Massachusetts,2020,09,9.6
Massachusetts,2020,10,8.4
Massachusetts,2020,11,7.8
Massachusetts,2020,12,7.4
Massachusetts,2021,01,6.8
Massachusetts,2021,02,6.4
Massachusetts,2021,03,6.1
Massachusetts,2021,04,5.9
Massachusetts,2021,05,5.6
Massachusetts,2021,06,5.5
Massachusetts,2021,07,5.3
Massachusetts,2021,08,5.0
Massachusetts,2021,09,4.7
Massachusetts,2021,10,4.4
Massachusetts,2021,11,4.2
Massachusetts,2021,12,3.9
Massachusetts,2022,01,3.8
Massachusetts,2022,02,3.7
Massachusetts,2022,03,3.6
Massachusetts,2022,04,3.6
Massachusetts,2022,05,3.6
Massachusetts,2022,06,3.6
Massachusetts,2022,07,3.6
Massachusetts,2022,08,3.7
Massachusetts,2022,09,3.6
Massachusetts,2022,10,3.7
Massachusetts,2022,11,3.6
Massachusetts,2022,12,3.6
Massachusetts,2023,01,3.5
Massachusetts,2023,02,3.5
Massachusetts,2023,03,3.4
Massachusetts,2023,04,3.3
Massachusetts,2023,05,3.4
Massachusetts,2023,06,3.3
Massachusetts,2023,07,3.4
Massachusetts,2023,08,3.4
Massachusetts,2023,09,3.5
Massachusetts,2023,10,3.6
Massachusetts,2023,11,3.6
Massachusetts,2023,12,3.7
Massachusetts,2024,01,3.7
Massachusetts,2024,02,3.8
Massachusetts,2024,03,3.8
Massachusetts,2024,04,3.9
Massachusetts,2024,05,4.0
Massachusetts,2024,06,4.0
Massachusetts,2024,07,4.1
Massachusetts,2024,08,4.1
Massachusetts,2024,09,4.1
Massachusetts,2024,10,4.1
Massachusetts,2024,11,4.1
Massachusetts,2024,12,4.1
Massachusetts,2025,01,4.2
Massachusetts,2025,02,4.3
Massachusetts,2025,03,4.3
Massachusetts,2025,04,4.4
Massachusetts,2025,05,4.4
Massachusetts,2025,06,4.4
Massachusetts,2025,07,4.5
Massachusetts,2025,08,4.5
Massachusetts,2025,09,4.6
Massachusetts,2025,10,-
Massachusetts,2025,11,4.7
Massachusetts,2025,12,4.7
Michigan,2016,01,4.9
Michigan,2016,02,4.9
Michigan,2016,03,4.9
Michigan,2016,04,5.0
Michigan,2016,05,5.0
Michigan,2016,06,5.0
Michigan,2016,07,5.0
Michigan,2016,08,5.0
Michigan,2016,09,5.0
Michigan,2016,10,5.1
Michigan,2016,11,5.1
Michigan,2016,12,5.0
Michigan,2017,01,4.9
Michigan,2017,02,4.7
Michigan,2017,03,4.5
Michigan,2017,04,4.4
Michigan,2017,05,4.3
Michigan,2017,06,4.4
Michigan,2017,07,4.5
Michigan,2017,08,4.6
Michigan,2017,09,4.7
Michigan,2017,10,4.7
Michigan,2017,11,4.7
Michigan,2017,12,4.6
Michigan,2018,01,4.5
Michigan,2018,02,4.4
Michigan,2018,03,4.3
Michigan,2018,04,4.2
Michigan,2018,05,4.1
Michigan,2018,06,4.0
Michigan,2018,07,4.0
Michigan,2018,08,4.0
Michigan,2018,09,4.0
Michigan,2018,10,4.1
Michigan,2018,11,4.2
Michigan,2018,12,4.2
Michigan,2019,01,4.2
Michigan,2019,02,4.2
Michigan,2019,03,4.2
Michigan,2019,04,4.2
Michigan,2019,05,4.2
Michigan,2019,06,4.2
Michigan,2019,07,4.1
Michigan,2019,08,4.1
Michigan,2019,09,4.0
Michigan,2019,10,3.9
Michigan,2019,11,3.8
Michigan,2019,12,3.8
Michigan,2020,01,3.8
Michigan,2020,02,3.8
Michigan,2020,03,3.7
Michigan,2020,04,22.7
Michigan,2020,05,19.3
Michigan,2020,06,14.5
Michigan,2020,07,12.5
Michigan,2020,08,10.0
Michigan,2020,09,8.9
Michigan,2020,10,7.7
Michigan,2020,11,7.1
Michigan,2020,12,6.9
Michigan,2021,01,6.5
Michigan,2021,02,6.3
Michigan,2021,03,6.1
Michigan,2021,04,6.1
Michigan,2021,05,6.1
Michigan,2021,06,6.1
Michigan,2021,07,5.9
Michigan,2021,08,5.7
Michigan,2021,09,5.3
Michigan,2021,10,5.0
Michigan,2021,11,4.7
Michigan,2021,12,4.5
Michigan,2022,01,4.4
Michigan,2022,02,4.4
Michigan,2022,03,4.3
Michigan,2022,04,4.2
Michigan,2022,05,4.1
Michigan,2022,06,4.1
Michigan,2022,07,4.0
Michigan,2022,08,4.0
Michigan,2022,09,4.0
Michigan,2022,10,4.1
Michigan,2022,11,4.1
Michigan,2022,12,4.1
Michigan,2023,01,4.0
Michigan,2023,02,3.9
Michigan,2023,03,3.8
Michigan,2023,04,3.7
Michigan,2023,05,3.7
Michigan,2023,06,3.8
Michigan,2023,07,3.9
Michigan,2023,08,4.0
Michigan,2023,09,4.0
Michigan,2023,10,4.0
Michigan,2023,11,4.0
Michigan,2023,12,4.0
Michigan,2024,01,3.9
Michigan,2024,02,4.0
Michigan,2024,03,4.2
Michigan,2024,04,4.4
Michigan,2024,05,4.5
Michigan,2024,06,4.7
Michigan,2024,07,4.8
Michigan,2024,08,5.0
Michigan,2024,09,5.1
Michigan,2024,10,5.1
Michigan,2024,11,5.2
Michigan,2024,12,5.3
Michigan,2025,01,5.3
Michigan,2025,02,5.3
Michigan,2025,03,5.3
Michigan,2025,04,5.2
Michigan,2025,05,5.1
Michigan,2025,06,5.0
Michigan,2025,07,4.9
Michigan,2025,08,4.9
Michigan,2025,09,4.9
Michigan,2025,10,-
Michigan,2025,11,5.0
Michigan,2025,12,5.0
Minnesota,2016,01,3.7
Minnesota,2016,02,3.7
Minnesota,2016,03,3.8
Minnesota,2016,04,3.8
Minnesota,2016,05,3.8
Minnesota,2016,06,3.9
Minnesota,2016,07,3.9
Minnesota,2016,08,3.9
Minnesota,2016,09,4.0
Minnesota,2016,10,4.0
Minnesota,2016,11,4.0
Minnesota,2016,12,3.9
Minnesota,2017,01,3.8
Minnesota,2017,02,3.7
Minnesota,2017,03,3.6
Minnesota,2017,04,3.5
Minnesota,2017,05,3.5
Minnesota,2017,06,3.4
Minnesota,2017,07,3.4
Minnesota,2017,08,3.4
Minnesota,2017,09,3.3
Minnesota,2017,10,3.3
Minnesota,2017,11,3.2
Minnesota,2017,12,3.2
Minnesota,2018,01,3.1
Minnesota,2018,02,3.1
Minnesota,2018,03,3.0
Minnesota,2018,04,3.0
Minnesota,2018,05,2.9
Minnesota,2018,06,2.9
Minnesota,2018,07,2.9
Minnesota,2018,08,2.9
Minnesota,2018,09,3.0
Minnesota,2018,10,3.1
Minnesota,2018,11,3.2
Minnesota,2018,12,3.2
Minnesota,2019,01,3.3
Minnesota,2019,02,3.3
Minnesota,2019,03,3.3
Minnesota,2019,04,3.2
Minnesota,2019,05,3.2
Minnesota,2019,06,3.2
Minnesota,2019,07,3.2
Minnesota,2019,08,3.3
Minnesota,2019,09,3.3
Minnesota,2019,10,3.3
Minnesota,2019,11,3.3
Minnesota,2019,12,3.4
Minnesota,2020,01,3.4
Minnesota,2020,02,3.5
Minnesota,2020,03,3.6
Minnesota,2020,04,8.9
Minnesota,2020,05,11.1
Minnesota,2020,06,8.9
Minnesota,2020,07,7.8
Minnesota,2020,08,6.7
Minnesota,2020,09,6.2
Minnesota,2020,10,5.5
Minnesota,2020,11,5.1
Minnesota,2020,12,4.8
Minnesota,2021,01,4.6
Minnesota,2021,02,4.4
Minnesota,2021,03,4.2
Minnesota,2021,04,4.1
Minnesota,2021,05,3.9
Minnesota,2021,06,3.8
Minnesota,2021,07,3.6
Minnesota,2021,08,3.5
Minnesota,2021,09,3.3
Minnesota,2021,10,3.1
Minnesota,2021,11,2.9
Minnesota,2021,12,2.8
Minnesota,2022,01,2.6
Minnesota,2022,02,2.4
Minnesota,2022,03,2.3
Minnesota,2022,04,2.2
Minnesota,2022,05,2.2
Minnesota,2022,06,2.2
Minnesota,2022,07,2.3
Minnesota,2022,08,2.4
Minnesota,2022,09,2.5
Minnesota,2022,10,2.6
Minnesota,2022,11,2.6
Minnesota,2022,12,2.7
Minnesota,2023,01,2.7
Minnesota,2023,02,2.8
Minnesota,2023,03,2.8
Minnesota,2023,04,2.8
Minnesota,2023,05,2.8
Minnesota,2023,06,2.8
Minnesota,2023,07,2.8
Minnesota,2023,08,2.8
Minnesota,2023,09,2.8
Minnesota,2023,10,2.8
Minnesota,2023,11,2.8
Minnesota,2023,12,2.8
Minnesota,2024,01,2.8
Minnesota,2024,02,2.9
Minnesota,2024,03,3.0
Minnesota,2024,04,3.0
Minnesota,2024,05,3.1
Minnesota,2024,06,3.2
Minnesota,2024,07,3.2
Minnesota,2024,08,3.3
Minnesota,2024,09,3.3
Minnesota,2024,10,3.2
Minnesota,2024,11,3.3
Minnesota,2024,12,3.3
Minnesota,2025,01,3.4
Minnesota,2025,02,3.5
Minnesota,2025,03,3.6
Minnesota,2025,04,3.6
Minnesota,2025,05,3.7
Minnesota,2025,06,3.8
Minnesota,2025,07,3.8
Minnesota,2025,08,3.9
Minnesota,2025,09,4.1
Minnesota,2025,10,-
Minnesota,2025,11,4.2
Minnesota,2025,12,4.2
Mississippi,2016,01,6.3
Mississippi,2016,02,6.2
Mississippi,2016,03,6.1
Mississippi,2016,04,6.0
Mississippi,2016,05,6.0
Mississippi,2016,06,6.0
Mississippi,2016,07,6.0
Mississippi,2016,08,6.0
Mississippi,2016,09,5.9
Mississippi,2016,10,5.9
Mississippi,2016,11,5.8
Mississippi,2016,12,5.7
Mississippi,2017,01,5.6
Mississippi,2017,02,5.5
Mississippi,2017,03,5.4
Mississippi,2017,04,5.4
Mississippi,2017,05,5.3
Mississippi,2017,06,5.2
Mississippi,2017,07,5.2
Mississippi,2017,08,5.1
Mississippi,2017,09,5.0
Mississippi,2017,10,5.0
Mississippi,2017,11,4.9
Mississippi,2017,12,4.9
Mississippi,2018,01,4.9
Mississippi,2018,02,4.9
Mississippi,2018,03,4.9
Mississippi,2018,04,4.9
Mississippi,2018,05,4.9
Mississippi,2018,06,4.8
Mississippi,2018,07,4.8
Mississippi,2018,08,4.8
Mississippi,2018,09,4.9
Mississippi,2018,10,5.0
Mississippi,2018,11,5.2
Mississippi,2018,12,5.3
Mississippi,2019,01,5.4
Mississippi,2019,02,5.4
Mississippi,2019,03,5.4
Mississippi,2019,04,5.4
Mississippi,2019,05,5.4
Mississippi,2019,06,5.5
Mississippi,2019,07,5.6
Mississippi,2019,08,5.6
Mississippi,2019,09,5.6
Mississippi,2019,10,5.6
Mississippi,2019,11,5.5
Mississippi,2019,12,5.5
Mississippi,2020,01,5.6
Mississippi,2020,02,5.7
Mississippi,2020,03,5.9
Mississippi,2020,04,15.6
Mississippi,2020,05,11.2
Mississippi,2020,06,9.4
Mississippi,2020,07,8.3
Mississippi,2020,08,7.4
Mississippi,2020,09,7.1
Mississippi,2020,10,6.7
Mississippi,2020,11,6.6
Mississippi,2020,12,6.5
Mississippi,2021,01,6.4
Mississippi,2021,02,6.3
Mississippi,2021,03,6.2
Mississippi,2021,04,6.1
Mississippi,2021,05,5.9
Mississippi,2021,06,5.7
Mississippi,2021,07,5.5
Mississippi,2021,08,5.1
Mississippi,2021,09,4.8
